Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,10:00,27h,2,0,9836,4,1,2019,10,0,7,0,27,0
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,18:35,01:35,7h,1,0,14871,3,3,2019,1,35,18,35,7,0
Jet Airways,2019-12-03,Mumbai,Hyderabad,BOM → VNS → DEL → HYD,06:30,16:35,10h 5m,2,0,23528,3,12,2019,16,35,6,30,10,5
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,0,8016,6,6,2019,10,10,7,10,3,0
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,07:00,16:10,9h 10m,1,0,12284,18,3,2019,16,10,7,0,9,10
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1,0,7005,6,12,2019,21,0,6,0,15,0
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,0,0,4804,6,3,2019,14,5,11,30,2,35
IndiGo,2019-03-27,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1,0,6827,27,3,2019,10,5,5,5,5,0
Air India,2019-12-05,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,0,3100,5,12,2019,7,40,6,20,1,20
Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,1,2759,15,3,2019,21,5,19,35,1,30
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05,24h 40m,1,0,13067,5,9,2019,21,5,20,25,24,40
GoAir,2019-04-15,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,0,3898,15,4,2019,23,40,20,55,2,45
Jet Airways,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18h 45m,2,1,10368,6,12,2019,4,25,9,40,18,45
SpiceJet,2019-03-18,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,0,2,4273,18,3,2019,8,35,5,45,2,50
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,0,3311,24,5,2019,8,35,5,55,2,40
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,1,15136,3,6,2019,21,0,9,0,12,0
Multiple carriers,2019-09-04,Delhi,Cochin,DEL → HYD → COK,07:05,18:10,11h 5m,1,0,6601,4,9,2019,18,10,7,5,11,5
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40,26h 20m,1,0,8452,24,5,2019,22,40,20,20,26,20
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25,21h 25m,1,1,9314,5,1,2019,14,25,17,0,21,25
IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,0,6386,6,1,2019,7,45,2,0,5,45
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:30,01:30,14h,1,0,13377,24,6,2019,1,30,11,30,14,0
Jet Airways,2019-03-03,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,0,0,5678,3,3,2019,4,25,2,55,1,30
Air Asia,2019-05-18,Banglore,Delhi,BLR → DEL,23:55,02:45,2h 50m,0,0,4483,18,5,2019,2,45,23,55,2,50
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,14:00,12:35,22h 35m,1,1,12898,27,5,2019,12,35,14,0,22,35
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,0,0,7648,3,3,2019,10,5,7,10,2,55
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1,0,14571,6,9,2019,23,35,6,30,17,5
IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,0,0,4049,27,6,2019,7,55,6,25,1,30
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2,0,11728,18,3,2019,23,25,8,50,14,35
SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,0,3873,18,4,2019,9,30,6,55,2,35
Air India,2019-09-05,Delhi,Cochin,DEL → MAA → COK,20:40,09:25,12h 45m,1,0,7480,5,9,2019,9,25,20,40,12,45
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,0,8541,21,6,2019,22,50,19,50,3,0
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,22:50,11:25,12h 35m,1,4,31825,3,1,2019,11,25,22,50,12,35
IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,0,0,3597,6,1,2019,17,5,14,45,2,20
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,21:25,15:15,17h 50m,1,0,13817,3,12,2019,15,15,21,25,17,50
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,0,14571,24,5,2019,20,45,8,25,12,20
Air Asia,2019-06-15,Delhi,Cochin,DEL → BLR → COK,16:45,07:10,14h 25m,1,0,6853,15,6,2019,7,10,16,45,14,25
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29h 20m,2,0,16704,27,5,2019,4,25,23,5,29,20
SpiceJet,2019-05-27,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,2,3573,27,5,2019,12,20,9,30,2,50
Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50,25h 50m,1,0,9345,15,5,2019,18,50,17,0,25,50
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,0,13014,15,6,2019,4,25,5,30,22,55
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,0,13797,6,12,2019,21,0,8,0,13,0
Air India,2019-03-03,Banglore,New Delhi,BLR → HBX → BOM → NAG → DEL,12:00,10:35,22h 35m,3,0,12358,3,3,2019,10,35,12,0,22,35
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,18:15,01:35,7h 20m,1,1,14086,3,9,2019,1,35,18,15,7,20
IndiGo,2019-03-05,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,0,3597,5,3,2019,21,55,19,35,2,20
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13h 20m,1,0,13731,24,5,2019,8,15,18,55,13,20
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8h 40m,1,1,12898,21,5,2019,4,25,19,45,8,40
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,16:00,04:25,12h 25m,1,0,14714,6,6,2019,4,25,16,0,12,25
Vistara,2019-12-04,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,0,0,5403,4,12,2019,14,20,11,30,2,50
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,1,5769,24,6,2019,8,45,6,0,2,45
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,5620,24,3,2019,12,55,10,20,2,35
IndiGo,2019-06-18,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,0,5000,18,6,2019,8,50,5,35,3,15
Air India,2019-03-21,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15,30h 55m,2,0,10703,21,3,2019,19,15,12,20,30,55
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,0,13727,18,5,2019,21,0,11,30,9,30
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20,13h 20m,1,0,14388,5,12,2019,9,20,20,0,13,20
Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20,15h 20m,2,0,13033,6,6,2019,1,20,10,0,15,20
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40,23h 40m,1,0,22270,3,1,2019,7,40,8,0,23,40
IndiGo,2019-05-27,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5h 45m,1,0,6769,27,5,2019,3,35,21,50,5,45
Air Asia,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2,0,5192,24,5,2019,23,30,15,10,8,20
Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,1,4995,24,5,2019,4,20,2,55,1,25
IndiGo,2019-01-03,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,0,8580,3,1,2019,10,15,7,55,2,20
Air India,2019-06-15,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20h 55m,1,0,7480,15,6,2019,9,25,12,30,20,55
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,1,5198,27,4,2019,11,20,8,20,3,0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,1,10368,6,6,2019,19,0,9,40,9,20
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,0,8040,5,6,2019,8,30,7,5,1,25
Jet Airways,2019-09-03,Delhi,Cochin,DEL → ATQ → BOM → COK,08:20,04:25,20h 5m,2,0,18909,3,9,2019,4,25,8,20,20,5
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25,22h 25m,2,0,12849,4,1,2019,5,25,7,0,22,25
Air India,2019-01-03,Delhi,Cochin,DEL → BLR → COK,09:45,08:15,22h 30m,1,0,22798,3,1,2019,8,15,9,45,22,30
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,0,14571,6,6,2019,18,15,8,25,9,50
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15,18h 10m,1,1,13502,3,6,2019,8,15,14,5,18,10
SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,2,3332,27,3,2019,20,5,17,45,2,20
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,0,7354,6,6,2019,19,15,7,30,11,45
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1,0,8073,15,5,2019,21,0,10,0,11,0
IndiGo,2019-03-21,Mumbai,Hyderabad,BOM → HYD,09:10,10:35,1h 25m,0,0,4049,21,3,2019,10,35,9,10,1,25
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26h 10m,1,0,15029,3,9,2019,4,25,2,15,26,10
Air India,2019-06-24,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25,23h 40m,2,0,10975,24,6,2019,9,25,9,45,23,40
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1,0,7038,6,1,2019,22,30,7,10,15,20
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1,0,15554,5,9,2019,19,0,8,0,11,0
Air India,2019-12-06,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,0,0,5228,6,12,2019,23,55,21,5,2,50
IndiGo,2019-01-06,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1,0,5636,6,1,2019,7,25,2,0,5,25
Air India,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40,19h 40m,2,0,9653,27,6,2019,7,40,12,0,19,40
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05,15h 10m,1,1,8586,24,5,2019,10,5,18,55,15,10
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,0,0,2017,21,5,2019,14,45,13,15,1,30
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25,27h 5m,1,0,9345,24,5,2019,23,25,20,20,27,5
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,32h 5m,2,1,9270,21,3,2019,18,50,10,45,32,5
Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2,0,13292,6,3,2019,19,0,5,30,13,30
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,19:45,26h 10m,2,1,8098,27,3,2019,19,45,17,35,26,10
Air India,2019-06-06,Delhi,Cochin,DEL → MAA → COK,09:45,09:25,23h 40m,1,0,7952,6,6,2019,9,25,9,45,23,40
IndiGo,2019-12-06,Delhi,Cochin,DEL → BOM → COK,18:35,01:30,6h 55m,1,0,5883,6,12,2019,1,30,18,35,6,55
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,0,8016,6,6,2019,22,50,19,50,3,0
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,0,4174,18,5,2019,19,40,17,10,2,30
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1,0,10696,6,3,2019,22,30,7,5,15,25
Vistara,2019-12-06,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,0,4878,6,12,2019,19,35,17,0,2,35
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,0,3971,4,1,2019,12,20,9,30,2,50
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6h 30m,1,0,7198,6,3,2019,1,30,19,0,6,30
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05,25h 40m,1,1,9314,5,6,2019,22,5,20,25,25,40
SpiceJet,2019-01-05,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,0,4423,5,1,2019,12,20,9,30,2,50
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,2,3841,4,6,2019,9,30,6,55,2,35
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10:45,19:15,8h 30m,1,0,7154,27,3,2019,19,15,10,45,8,30
Air India,2019-06-15,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,0,9929,15,6,2019,19,15,7,0,12,15
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1,0,8266,5,9,2019,19,15,11,40,7,35
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1,0,10877,6,12,2019,19,0,8,30,10,30
IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,0,0,4804,24,6,2019,17,45,15,15,2,30
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,0,13587,15,6,2019,21,0,11,30,9,30
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1,0,13611,3,6,2019,13,20,4,45,8,35
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,09:15,01:30,16h 15m,1,0,6628,6,6,2019,1,30,9,15,16,15
IndiGo,2019-12-06,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,0,0,5601,6,12,2019,17,40,14,25,3,15
SpiceJet,2019-04-15,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1,0,5583,15,4,2019,11,20,6,5,5,15
IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,0,3943,21,5,2019,13,0,10,10,2,50
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,0,0,4777,24,3,2019,6,50,4,0,2,50
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,1,9663,5,12,2019,12,0,20,0,16,0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22h 55m,2,1,10368,6,1,2019,4,25,5,30,22,55
IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,18:35,01:30,6h 55m,1,0,5883,15,6,2019,1,30,18,35,6,55
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,0,0,4804,27,4,2019,14,5,11,30,2,35
Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,0,0,13383,3,3,2019,18,35,16,0,2,35
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1,0,9646,6,1,2019,22,30,13,15,9,15
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10,26h 10m,1,0,11467,5,1,2019,19,10,17,0,26,10
Air Asia,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40,12h,1,0,5192,5,12,2019,10,40,22,40,12,0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25,21h 40m,2,0,13376,6,12,2019,4,25,6,45,21,40
Air Asia,2019-03-03,Banglore,New Delhi,BLR → DEL,23:25,02:10,2h 45m,0,0,6477,3,3,2019,2,10,23,25,2,45
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,0,13727,18,5,2019,21,0,9,0,12,0
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20,27h 20m,1,0,9555,18,5,2019,20,20,17,0,27,20
Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23h 50m,2,0,12819,24,6,2019,19,0,19,10,23,50
Vistara,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,10:25,22:55,12h 30m,1,0,12395,3,6,2019,22,55,10,25,12,30
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:15,04:25,9h 10m,1,1,10262,15,6,2019,4,25,19,15,9,10
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,0,14781,21,5,2019,20,45,8,25,12,20
Jet Airways,2019-12-05,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,0,5678,5,12,2019,11,50,10,20,1,30
SpiceJet,2019-05-15,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1,0,7804,15,5,2019,21,25,15,55,5,30
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,15:00,19:00,28h,1,1,10262,27,6,2019,19,0,15,0,28,0
Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,1,5198,18,5,2019,22,50,19,50,3,0
IndiGo,2019-03-05,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,0,0,4049,5,3,2019,7,55,6,25,1,30
Air Asia,2019-06-15,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,0,3383,15,6,2019,13,55,11,10,2,45
Air India,2019-05-27,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1,0,7174,27,5,2019,23,0,17,40,5,20
Air India,2019-05-15,Delhi,Cochin,DEL → BLR → COK,20:30,23:00,26h 30m,1,0,8907,15,5,2019,23,0,20,30,26,30
Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26h 55m,2,0,13014,6,1,2019,12,35,9,40,26,55
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11h 5m,1,0,13584,5,6,2019,8,15,21,10,11,5
Air Asia,2019-05-15,Kolkata,Banglore,CCU → BLR,22:50,01:20,2h 30m,0,0,4107,15,5,2019,1,20,22,50,2,30
Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,0,1,2071,15,3,2019,4,25,2,55,1,30
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,20:55,04:25,7h 30m,1,1,12373,5,9,2019,4,25,20,55,7,30
Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → IXC → DEL,08:50,13:55,29h 5m,2,0,13303,3,12,2019,13,55,8,50,29,5
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05,17h 35m,1,1,8529,6,12,2019,10,5,16,30,17,35
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24h 55m,1,0,14571,6,6,2019,19,50,18,55,24,55
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29h 20m,2,0,15129,27,5,2019,4,25,23,5,29,20
Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,0,8016,6,9,2019,11,20,8,20,3,0
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,21:25,00:05,2h 40m,0,0,4804,6,6,2019,0,5,21,25,2,40
Air India,2019-09-03,Banglore,New Delhi,BLR → HYD → DEL,06:50,12:15,5h 25m,1,0,5118,3,9,2019,12,15,6,50,5,25
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,08:25,08:15,23h 50m,1,1,9663,18,5,2019,8,15,8,25,23,50
Air India,2019-09-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30,30h 40m,2,0,12723,6,9,2019,12,30,5,50,30,40
GoAir,2019-12-05,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,0,3419,5,12,2019,23,40,20,55,2,45
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,22:55,10:45,11h 50m,1,1,11087,3,12,2019,10,45,22,55,11,50
IndiGo,2019-12-04,Kolkata,Banglore,CCU → BLR,22:15,00:50,2h 35m,0,0,4174,4,12,2019,0,50,22,15,2,35
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20h 25m,1,1,10262,6,9,2019,4,25,8,0,20,25
Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27h,2,0,12609,15,6,2019,12,35,9,35,27,0
Vistara,2019-03-06,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,0,0,4668,6,3,2019,9,40,7,0,2,40
SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1h 30m,0,2,1965,24,5,2019,0,15,22,45,1,30
IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,0,0,4049,6,1,2019,7,55,6,25,1,30
Air India,2019-12-04,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,0,5195,4,12,2019,16,45,14,15,2,30
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,0,0,4804,18,5,2019,22,55,20,20,2,35
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,0,0,7648,3,3,2019,15,50,13,0,2,50
IndiGo,2019-03-05,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,0,3850,5,3,2019,10,15,7,55,2,20
Air India,2019-04-15,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,0,6121,15,4,2019,12,45,10,0,2,45
IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,0,0,3540,18,6,2019,7,40,5,15,2,25
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1,1,9134,15,3,2019,11,25,5,45,5,40
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35,27h 40m,1,1,10844,6,6,2019,22,35,18,55,27,40
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,22:05,00:25,2h 20m,0,0,5277,6,3,2019,0,25,22,5,2,20
IndiGo,2019-06-04,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,0,5073,4,6,2019,21,0,16,0,5,0
SpiceJet,2019-06-24,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,2,3841,24,6,2019,9,30,6,55,2,35
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1,0,10877,6,3,2019,19,0,7,30,11,30
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:30,19:45,26h 15m,1,1,5406,27,3,2019,19,45,17,30,26,15
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45,16h 45m,1,0,14151,6,9,2019,9,45,17,0,16,45
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35,18h 10m,2,0,14237,6,3,2019,12,35,18,25,18,10
IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1h 30m,0,0,2754,24,6,2019,3,10,1,40,1,30
Air India,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1,0,11306,18,5,2019,20,25,7,0,13,25
Air Asia,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40,12h,1,0,5192,5,1,2019,10,40,22,40,12,0
Vistara,2019-12-06,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,0,3687,6,12,2019,9,20,7,5,2,15
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1,0,12192,6,3,2019,19,0,3,50,15,10
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1,1,12898,27,5,2019,19,0,13,0,6,0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23h 15m,1,0,14924,6,9,2019,19,0,19,45,23,15
SpiceJet,2019-05-24,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1,0,8479,24,5,2019,18,50,11,35,7,15
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,14:00,01:30,11h 30m,1,1,6943,27,5,2019,1,30,14,0,11,30
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1,0,7354,27,6,2019,19,15,6,40,12,35
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,0,12192,6,6,2019,19,0,9,0,10,0
IndiGo,2019-03-05,Banglore,Delhi,BLR → DEL,21:15,00:15,3h,0,0,3943,5,3,2019,0,15,21,15,3,0
Jet Airways,2019-06-05,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23h 50m,2,0,15129,5,6,2019,19,0,19,10,23,50
Vistara,2019-09-04,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,0,0,5403,4,9,2019,9,40,7,0,2,40
Jet Airways,2019-06-27,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25,19h,2,0,13882,27,6,2019,4,25,9,25,19,0
Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,0,5678,21,3,2019,21,5,19,35,1,30
