Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min,Total_Duration
Jet Airways,2019-05-18,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,0,9564.0,18,5,2019,14,15,11,0,3,15,195.0
IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2,0,6610.0,3,6,2019,21,20,6,40,14,40,880.0
IndiGo,2019-09-03,Banglore,New Delhi,BLR → HYD → DEL,15:40,20:35,4h 55m,1,0,5226.0,3,9,2019,20,35,15,40,4,55,295.0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,08:10,12h 25m,1,0,14231.0,24,3,2019,8,10,19,45,12,25,745.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22h,2,0,13376.0,15,6,2019,12,35,14,35,22,0,1320.0
IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1,0,6674.0,27,5,2019,22,30,6,50,15,40,940.0
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,0,7408.0,15,6,2019,21,0,8,0,13,0,780.0
Air India,2019-05-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55,23h 5m,2,0,15170.0,24,5,2019,8,55,9,50,23,5,1385.0
IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,0,3597.0,6,1,2019,21,55,19,35,2,20,140.0
Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → NAG → DEL,17:25,10:15,16h 50m,2,0,12778.0,3,12,2019,10,15,17,25,16,50,1010.0
Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,1,7229.0,6,9,2019,20,45,17,45,3,0,180.0
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,0,8016.0,15,6,2019,11,20,8,20,3,0,180.0
IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,22:15,00:50,2h 35m,0,0,4804.0,27,5,2019,0,50,22,15,2,35,155.0
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,0,8016.0,21,6,2019,11,20,8,20,3,0,180.0
Air Asia,2019-09-06,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,5645.0,6,9,2019,12,55,10,20,2,35,155.0
Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,18:40,00:45,6h 5m,1,0,22270.0,3,9,2019,0,45,18,40,6,5,365.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,0,14151.0,6,6,2019,19,10,9,35,9,35,575.0
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1,1,5406.0,4,6,2019,12,35,7,5,5,30,330.0
Air India,2019-03-24,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05,16h 5m,1,0,5567.0,24,3,2019,11,5,19,0,16,5,965.0
IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1,0,6171.0,27,3,2019,16,10,4,55,11,15,675.0
SpiceJet,2019-06-15,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,0,4423.0,15,6,2019,8,35,5,55,2,40,160.0
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,22:50,12:35,13h 45m,1,1,5177.0,4,6,2019,12,35,22,50,13,45,825.0
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,17:45,01:30,7h 45m,1,0,6795.0,6,12,2019,1,30,17,45,7,45,465.0
SpiceJet,2019-05-27,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,0,3625.0,27,5,2019,12,20,9,30,2,50,170.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,14:00,12:35,22h 35m,1,1,12373.0,18,5,2019,12,35,14,0,22,35,1355.0
SpiceJet,2019-09-05,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1,0,4963.0,5,9,2019,20,20,15,5,5,15,315.0
IndiGo,2019-05-27,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,0,0,2227.0,27,5,2019,22,50,21,20,1,30,90.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1,0,11200.0,27,6,2019,19,0,8,30,10,30,630.0
Air India,2019-09-05,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1,0,7174.0,5,9,2019,23,0,17,40,5,20,320.0
Air India,2019-03-03,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,37h 20m,2,0,13748.0,3,3,2019,19,15,5,55,37,20,2070.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1,0,9856.0,27,5,2019,22,30,7,5,15,25,925.0
Air India,2019-05-18,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30,19h 45m,2,0,15170.0,18,5,2019,12,30,16,45,19,45,1185.0
IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1,0,6442.0,6,1,2019,22,30,7,35,14,55,895.0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25h 30m,1,1,12898.0,27,5,2019,19,0,17,30,25,30,1530.0
Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,1,7229.0,6,1,2019,11,20,8,20,3,0,180.0
Air India,2019-09-05,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20,15h 20m,2,0,13033.0,5,9,2019,1,20,10,0,15,20,920.0
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05,24h 40m,1,1,10703.0,5,12,2019,21,5,20,25,24,40,1480.0
IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,0,0,6297.0,3,9,2019,15,35,13,20,2,15,135.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00,21h 35m,1,1,9314.0,5,6,2019,18,0,20,25,21,35,1295.0
Vistara,2019-03-15,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,0,0,6138.0,15,3,2019,12,35,9,50,2,45,165.0
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1,0,6838.0,24,6,2019,21,0,9,15,11,45,705.0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → ATQ → BOM → COK,20:05,04:25,8h 20m,2,0,23017.0,3,6,2019,4,25,20,5,8,20,500.0
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,14:00,01:30,11h 30m,1,0,13377.0,6,9,2019,1,30,14,0,11,30,690.0
Air India,2019-05-18,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25,23h 40m,2,0,10975.0,18,5,2019,9,25,9,45,23,40,1420.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1,0,13817.0,3,12,2019,21,20,5,45,15,35,935.0
Air India,2019-03-21,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27h 20m,1,0,7532.0,21,3,2019,9,25,6,5,27,20,1640.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1,0,10197.0,15,5,2019,19,0,3,50,15,10,910.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40,8h 40m,1,1,9663.0,6,9,2019,4,40,20,0,8,40,520.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,0,13727.0,15,5,2019,21,0,13,0,8,0,480.0
IndiGo,2019-09-05,Delhi,Cochin,DEL → BOM → COK,11:25,01:30,14h 5m,1,0,8330.0,5,9,2019,1,30,11,25,14,5,845.0
IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,0,4823.0,21,5,2019,10,5,7,10,2,55,175.0
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:10,01:30,8h 20m,1,0,6206.0,27,5,2019,1,30,17,10,8,20,500.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1,0,10877.0,6,6,2019,19,0,11,25,7,35,455.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,18:55,08:15,13h 20m,1,0,13817.0,3,12,2019,8,15,18,55,13,20,800.0
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,1,6478.0,27,6,2019,11,20,8,20,3,0,180.0
Air India,2019-09-04,Delhi,Cochin,DEL → HYD → BOM → COK,13:05,07:40,18h 35m,2,0,8577.0,4,9,2019,7,40,13,5,18,35,1115.0
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,21:50,19:00,21h 10m,1,0,16079.0,21,5,2019,19,0,21,50,21,10,1270.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35,13h 30m,2,1,11150.0,27,6,2019,12,35,23,5,13,30,810.0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1,0,15077.0,3,6,2019,19,15,6,40,12,35,755.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,08:15,15h 45m,1,1,7064.0,4,1,2019,8,15,16,30,15,45,945.0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15,18h 10m,1,1,9663.0,21,5,2019,8,15,14,5,18,10,1090.0
Air India,2019-06-03,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15,21h 45m,2,0,11552.0,3,6,2019,19,15,21,30,21,45,1305.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,20:55,19:00,22h 5m,1,1,10262.0,6,12,2019,19,0,20,55,22,5,1325.0
SpiceJet,2019-04-15,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1,0,5899.0,15,4,2019,22,5,15,45,6,20,380.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22h,2,0,13376.0,6,1,2019,12,35,14,35,22,0,1320.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:25,15h 30m,1,0,13817.0,3,12,2019,10,25,18,55,15,30,930.0
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20,24h,1,0,8610.0,5,1,2019,20,20,20,20,24,0,1440.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,09:00,04:25,19h 25m,1,1,12373.0,5,9,2019,4,25,9,0,19,25,1165.0
SpiceJet,2019-05-27,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1,0,5673.0,27,5,2019,22,50,17,55,4,55,295.0
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50,22h 30m,1,0,7927.0,4,1,2019,18,50,20,20,22,30,1350.0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1,1,10262.0,24,6,2019,19,0,2,15,16,45,1005.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20h 25m,1,1,12373.0,5,9,2019,4,25,8,0,20,25,1225.0
Air India,2019-01-03,Banglore,New Delhi,BLR → BBI → DEL,09:30,12:05,26h 35m,1,0,12704.0,3,1,2019,12,5,9,30,26,35,1595.0
Air India,2019-09-05,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15,25h 15m,1,0,6612.0,5,9,2019,13,15,12,0,25,15,1515.0
IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,0,4823.0,6,9,2019,21,50,18,55,2,55,175.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,1,10262.0,6,3,2019,19,0,10,0,9,0,540.0
IndiGo,2019-03-21,Delhi,Cochin,DEL → MAA → COK,07:20,12:30,5h 10m,1,0,6388.0,21,3,2019,12,30,7,20,5,10,310.0
GoAir,2019-12-05,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,0,0,3898.0,5,12,2019,10,40,7,45,2,55,175.0
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,1,5177.0,4,6,2019,19,0,11,30,7,30,450.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45,24h 45m,1,1,10844.0,6,9,2019,20,45,20,0,24,45,1485.0
IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,0,0,4077.0,6,1,2019,3,15,0,25,2,50,170.0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55,09:15,16h 20m,1,0,14231.0,24,3,2019,9,15,16,55,16,20,980.0
Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2,0,13250.0,3,12,2019,23,25,8,50,14,35,875.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1,0,13817.0,3,12,2019,21,20,7,0,14,20,860.0
SpiceJet,2019-09-03,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,0,0,6205.0,3,9,2019,23,20,20,30,2,50,170.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35,13h 30m,2,0,12819.0,27,6,2019,12,35,23,5,13,30,810.0
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,0,0,4591.0,15,4,2019,15,50,13,0,2,50,170.0
SpiceJet,2019-06-27,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,2,3841.0,27,6,2019,9,30,6,55,2,35,155.0
SpiceJet,2019-09-06,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,0,3597.0,6,9,2019,20,5,17,45,2,20,140.0
IndiGo,2019-03-04,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,0,0,4174.0,4,3,2019,7,15,4,40,2,35,155.0
Vistara,2019-05-27,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,0,6216.0,27,5,2019,9,10,6,0,3,10,190.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00,25h,1,0,10624.0,5,9,2019,18,0,17,0,25,0,1500.0
Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1,0,6152.0,24,6,2019,22,25,7,55,14,30,870.0
IndiGo,2019-09-03,Delhi,Cochin,DEL → BOM → COK,20:30,01:35,5h 5m,1,0,6937.0,3,9,2019,1,35,20,30,5,5,305.0
Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:00,19:15,26h 15m,1,0,8792.0,6,1,2019,19,15,17,0,26,15,1575.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1,0,7005.0,27,5,2019,21,0,12,50,8,10,490.0
Jet Airways,2019-06-06,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,0,5678.0,6,6,2019,4,20,2,55,1,25,85.0
Air India,2019-03-15,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20,24h 50m,1,0,7013.0,15,3,2019,11,20,10,30,24,50,1490.0
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,15:00,19:00,28h,1,0,16079.0,21,5,2019,19,0,15,0,28,0,1680.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1,1,10539.0,6,6,2019,18,0,9,35,8,25,505.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,1,11841.0,5,6,2019,23,35,16,30,7,5,425.0
IndiGo,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35,5h,1,0,10509.0,15,3,2019,0,35,19,35,5,0,300.0
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,0,0,3597.0,6,3,2019,15,35,13,15,2,20,140.0
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28h 20m,2,0,15532.0,5,1,2019,13,45,9,25,28,20,1700.0
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,06:50,21:00,14h 10m,1,1,14086.0,3,9,2019,21,0,6,50,14,10,850.0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1,1,5883.0,27,3,2019,22,20,14,35,7,45,465.0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1,0,7618.0,6,3,2019,21,0,7,0,14,0,840.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00,25h,1,1,9314.0,5,1,2019,18,0,17,0,25,0,1500.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,1,13994.0,6,9,2019,21,5,9,35,11,30,690.0
IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1,0,5073.0,27,4,2019,12,10,7,35,4,35,275.0
Air Asia,2019-03-24,Banglore,New Delhi,BLR → DEL,11:10,13:55,2h 45m,0,0,3383.0,24,3,2019,13,55,11,10,2,45,165.0
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1,0,16108.0,6,1,2019,19,15,9,0,10,15,615.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:20,01:30,15h 10m,1,0,6795.0,27,5,2019,1,30,10,20,15,10,910.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12h 10m,1,0,12681.0,4,1,2019,4,40,16,30,12,10,730.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,15:00,12:35,21h 35m,1,1,10262.0,6,12,2019,12,35,15,0,21,35,1295.0
Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50,25h 50m,1,0,8820.0,6,6,2019,18,50,17,0,25,50,1550.0
Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BDQ → DEL,05:50,12:20,6h 30m,1,1,10037.0,3,9,2019,12,20,5,50,6,30,390.0
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1,0,11789.0,6,12,2019,12,35,6,0,6,35,395.0
GoAir,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1,0,7378.0,15,5,2019,19,35,10,35,9,0,540.0
IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,0,4823.0,24,5,2019,21,50,18,55,2,55,175.0
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,1,6478.0,24,6,2019,22,50,19,50,3,0,180.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18h 45m,2,0,13014.0,6,1,2019,4,25,9,40,18,45,1125.0
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,1,10844.0,24,5,2019,22,35,16,30,6,5,365.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,0,7408.0,27,6,2019,21,0,8,0,13,0,780.0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1,0,9646.0,27,6,2019,16,10,7,5,9,5,545.0
SpiceJet,2019-06-05,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,0,3597.0,5,6,2019,20,5,17,45,2,20,140.0
SpiceJet,2019-06-27,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,0,3873.0,27,6,2019,19,40,17,10,2,30,150.0
GoAir,2019-06-27,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1,0,7870.0,27,6,2019,19,35,14,25,5,10,310.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2,1,13344.0,27,6,2019,12,35,5,30,7,5,425.0
Air India,2019-12-06,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,0,3100.0,6,12,2019,20,45,19,30,1,15,75.0
Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,21:05,23:55,2h 50m,0,0,4441.0,18,3,2019,23,55,21,5,2,50,170.0
IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1,0,6171.0,27,3,2019,12,0,4,55,7,5,425.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55,14h 30m,1,0,10953.0,5,9,2019,10,55,20,25,14,30,870.0
Air India,2019-09-05,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55,18h 25m,2,0,14214.0,5,9,2019,8,55,14,30,18,25,1105.0
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1,0,6093.0,24,6,2019,21,0,7,30,13,30,810.0
Air India,2019-06-24,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15,30h 20m,2,0,12436.0,24,6,2019,19,15,12,55,30,20,1820.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00,29h 35m,2,0,15129.0,18,5,2019,19,0,13,25,29,35,1775.0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1,0,13259.0,6,3,2019,12,35,6,0,6,35,395.0
Air India,2019-05-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,12:30,26h 40m,2,0,15170.0,24,5,2019,12,30,9,50,26,40,1600.0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,0,14781.0,21,5,2019,22,35,16,30,6,5,365.0
IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:25,01:30,14h 5m,1,0,6206.0,6,1,2019,1,30,11,25,14,5,845.0
SpiceJet,2019-09-05,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,2,3841.0,5,9,2019,19,40,17,10,2,30,150.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,0,14714.0,15,6,2019,19,0,11,30,7,30,450.0
IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1,0,6093.0,6,9,2019,21,0,4,55,16,5,965.0
Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,0,8016.0,6,9,2019,14,5,11,10,2,55,175.0
Air India,2019-03-27,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27h 20m,1,0,5117.0,27,3,2019,9,25,6,5,27,20,1640.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40,20h 15m,1,1,8586.0,5,1,2019,4,40,8,25,20,15,1215.0
IndiGo,2019-09-03,Delhi,Cochin,DEL → BOM → COK,15:00,01:35,10h 35m,1,0,13611.0,3,9,2019,1,35,15,0,10,35,635.0
IndiGo,2019-09-05,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1,0,6704.0,5,9,2019,22,30,16,10,6,20,380.0
IndiGo,2019-09-05,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,0,4226.0,5,9,2019,10,20,6,20,4,0,240.0
Air India,2019-06-04,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,0,0,4651.0,4,6,2019,19,45,17,0,2,45,165.0
SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,22:20,00:40,2h 20m,0,0,3873.0,27,5,2019,0,40,22,20,2,20,140.0
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,0,0,7222.0,3,3,2019,23,50,20,55,2,55,175.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,0,13727.0,15,5,2019,21,0,11,30,9,30,570.0
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,09:10,15:30,6h 20m,1,0,10141.0,27,3,2019,15,30,9,10,6,20,380.0
SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,21:10,00:05,2h 55m,0,0,3625.0,24,4,2019,0,5,21,10,2,55,175.0
IndiGo,2019-04-15,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1,0,6442.0,15,4,2019,16,10,7,35,8,35,515.0
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,0,7229.0,5,6,2019,20,45,17,45,3,0,180.0
Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,16:45,06:35,13h 50m,1,0,6752.0,24,6,2019,6,35,16,45,13,50,830.0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10,21h,1,0,13759.0,24,3,2019,18,10,21,10,21,0,1260.0
Air India,2019-06-03,Mumbai,Hyderabad,BOM → BBI → HYD,12:00,12:25,24h 25m,1,0,14408.0,3,6,2019,12,25,12,0,24,25,1465.0
Air India,2019-09-06,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15,23h,2,0,13381.0,6,9,2019,19,15,20,15,23,0,1380.0
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20,27h 20m,1,0,9135.0,4,1,2019,20,20,17,0,27,20,1640.0
IndiGo,2019-05-15,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1,0,6218.0,15,5,2019,23,30,18,5,5,25,325.0
SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,0,4174.0,27,4,2019,11,25,9,0,2,25,145.0
Air India,2019-06-06,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05,16h 5m,1,0,6117.0,6,6,2019,11,5,19,0,16,5,965.0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,1,10703.0,15,5,2019,21,5,9,35,11,30,690.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45,24h 10m,1,0,12692.0,6,12,2019,9,45,9,35,24,10,1450.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55,17h 55m,1,1,10539.0,6,6,2019,10,55,17,0,17,55,1075.0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,19:40,5h 45m,1,1,11134.0,24,3,2019,19,40,13,55,5,45,345.0
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,21:20,00:15,2h 55m,0,0,4777.0,24,3,2019,0,15,21,20,2,55,175.0
